full_name,html_url,stargazers_count,size_kb,pushed_at,language,created_at,license,forks_count,default_branch,description
vitaly-t/pg-promise,https://github.com/vitaly-t/pg-promise,3554,8448,2026-08-20T16:03:19Z,JavaScript,2015-03-04T02:00:34Z,MIT,221,master,PostgreSQL interface for Node.js
noflo/noflo,https://github.com/noflo/noflo,3552,3451,2026-07-05T18:09:44Z,JavaScript,2011-06-06T04:33:02Z,MIT,264,master,Flow-based programming for JavaScript
ctimmerm/axios-mock-adapter,https://github.com/ctimmerm/axios-mock-adapter,3543,1504,2026-02-07T08:38:21Z,JavaScript,2016-03-21T10:00:22Z,MIT,251,master,Axios adapter that allows to easily mock requests
doramart/DoraCMS,https://github.com/doramart/DoraCMS,3542,51875,2026-07-12T05:15:46Z,JavaScript,2015-10-19T00:23:38Z,MIT,1033,3.1,DoraCMS 是一个基于 EggJS 3.x + Vue 3 + TypeScript 的现代化内容管理系统，采用 pnpm monorepo 架构管理。它不仅仅是一个 CMS 系统，更是一个优秀的企业级应用架构实践。
tkirda/jQuery-Autocomplete,https://github.com/tkirda/jQuery-Autocomplete,3537,1170,2026-08-31T06:13:38Z,JavaScript,2010-05-26T21:38:36Z,MIT,1612,master,Ajax Autocomplete for jQuery allows you to easily create autocomplete/autosuggest boxes for text input fields
lbryio/lbry-desktop,https://github.com/lbryio/lbry-desktop,3516,69003,2026-08-07T12:17:50Z,JavaScript,2017-01-16T19:05:32Z,MIT,409,master,"A browser and wallet for LBRY, the decentralized, user-controlled content marketplace."
openseadragon/openseadragon,https://github.com/openseadragon/openseadragon,3503,17908,2026-09-02T16:55:50Z,JavaScript,2013-01-31T17:44:24Z,BSD-3-Clause,703,master,"An open-source, web-based viewer for zoomable images, implemented in pure JavaScript. "
prometheus/client_js,https://github.com/prometheus/client_js,3486,2018,2026-09-01T23:18:25Z,JavaScript,2015-11-20T19:23:13Z,Apache-2.0,421,main,Prometheus client for node.js
gokrazy/gokrazy,https://github.com/gokrazy/gokrazy,3484,31636,2026-08-04T23:52:26Z,JavaScript,2017-02-04T09:48:07Z,BSD-3-Clause,138,main,"turn your Go program(s) into an appliance running on the Raspberry Pi 3, Pi 4, Pi 5, Pi Zero 2 W, or PCs (x86_64 or ARM64)!"
mbrn/material-table,https://github.com/mbrn/material-table,3482,37902,2026-05-04T17:46:41Z,JavaScript,2018-08-06T13:15:08Z,MIT,999,master,Datatable for React based on material-ui's table with additional features
wavedrom/wavedrom,https://github.com/wavedrom/wavedrom,3479,1377,2026-08-31T22:23:45Z,JavaScript,2014-05-05T02:34:06Z,MIT,421,trunk,:ocean: Digital timing diagram rendering engine
tleunen/babel-plugin-module-resolver,https://github.com/tleunen/babel-plugin-module-resolver,3475,1094,2026-03-16T16:23:16Z,JavaScript,2015-08-16T14:05:20Z,MIT,204,master,Custom module resolver plugin for Babel
collabnix/kubetools,https://github.com/collabnix/kubetools,3471,44387,2026-08-06T07:04:01Z,JavaScript,2020-01-11T09:03:22Z,Apache-2.0,631,master,Kubetools - Curated List of Kubernetes Tools
json-schema-faker/json-schema-faker,https://github.com/json-schema-faker/json-schema-faker,3448,26381,2026-08-01T07:34:04Z,JavaScript,2014-10-07T22:23:13Z,MIT,344,master,JSON-Schema + fake data generators
rgthree/rgthree-comfy,https://github.com/rgthree/rgthree-comfy,3423,5043,2026-09-01T03:42:33Z,JavaScript,2023-08-14T00:25:25Z,MIT,257,main,Making ComfyUI more comfortable!
google/earthengine-api,https://github.com/google/earthengine-api,3408,30306,2026-08-31T23:40:32Z,JavaScript,2015-04-22T00:36:55Z,Apache-2.0,1092,master,Python and JavaScript bindings for calling the Earth Engine API.
paralleldrive/cuid2,https://github.com/paralleldrive/cuid2,3398,6462,2026-08-12T22:06:08Z,JavaScript,2022-12-26T19:43:24Z,MIT,73,main,"The most secure, collision-resistant ids optimized for horizontal scaling and performance."
thomaspark/gridgarden,https://github.com/thomaspark/gridgarden,3396,3133,2026-01-04T19:15:04Z,JavaScript,2017-03-29T22:15:33Z,MIT,321,master,A game for learning CSS grid layout 🥕
scurker/currency.js,https://github.com/scurker/currency.js,3380,7453,2026-09-02T18:32:26Z,JavaScript,2013-05-16T16:24:21Z,MIT,144,main,A javascript library for handling currencies
cronvel/terminal-kit,https://github.com/cronvel/terminal-kit,3376,6820,2026-07-19T15:51:18Z,JavaScript,2014-08-06T09:05:16Z,MIT,207,master,Terminal utilities for node.js
tschaub/gh-pages,https://github.com/tschaub/gh-pages,3344,1114,2026-03-26T07:53:28Z,JavaScript,2014-03-18T22:27:42Z,MIT,203,main,General purpose task for publishing files to a gh-pages branch on GitHub
slevithan/xregexp,https://github.com/slevithan/xregexp,3326,4482,2026-09-02T18:25:29Z,JavaScript,2012-02-24T16:16:50Z,MIT,274,master,Extended JavaScript regular expressions
NickPiscitelli/Glider.js,https://github.com/NickPiscitelli/Glider.js,3316,1487,2026-05-06T00:23:52Z,JavaScript,2018-10-15T22:43:41Z,MIT,292,master,"A fast, lightweight, dependency free, native scrolling carousel alternative!"
htmlhint/HTMLHint,https://github.com/htmlhint/HTMLHint,3306,15141,2026-09-03T09:55:52Z,JavaScript,2013-02-24T04:57:55Z,MIT,471,main,⚙️ The static code analysis tool you need for your HTML
kunchenguid/lavish-axi,https://github.com/kunchenguid/lavish-axi,3297,82713,2026-09-03T09:17:31Z,JavaScript,2026-05-11T18:19:29Z,MIT,297,main,HTML is the new markdown. Lavish is the new editor for your HTML artifacts.
github/hotkey,https://github.com/github/hotkey,3297,1308,2026-06-03T14:14:03Z,JavaScript,2019-01-17T15:56:28Z,MIT,99,main,Trigger an action on an element with a keyboard shortcut.
breejs/bree,https://github.com/breejs/bree,3295,1378,2026-02-17T22:09:07Z,JavaScript,2020-07-08T14:01:45Z,MIT,88,master,"Bree is a Node.js and JavaScript job task scheduler with worker threads, cron, Date, and human syntax. Built for @ladjs, @forwardemail, @spamscanner, @cabinjs."
kiliman/operator-mono-lig,https://github.com/kiliman/operator-mono-lig,3294,5481,2026-04-02T06:47:45Z,JavaScript,2017-08-13T23:25:23Z,MIT,200,master,Add ligatures to Operator Mono similar to Fira Code
alseambusher/crontab-ui,https://github.com/alseambusher/crontab-ui,3282,3436,2026-07-31T19:50:43Z,JavaScript,2015-06-11T09:27:07Z,MIT,498,main,Easy and safe way to manage your crontab file
himself65/finance-skills,https://github.com/himself65/finance-skills,3281,1630,2026-08-27T17:45:32Z,JavaScript,2026-03-13T23:56:06Z,MIT,374,main,A collection of skills for AI financial analysis.
Automattic/juice,https://github.com/Automattic/juice,3280,1397,2026-08-31T14:39:40Z,JavaScript,2011-10-08T03:14:11Z,MIT,233,master,Juice inlines CSS stylesheets into your HTML source.
cristianbote/goober,https://github.com/cristianbote/goober,3276,3675,2026-05-13T14:03:59Z,JavaScript,2019-01-31T11:14:38Z,MIT,127,master,"🥜 goober, a less than 1KB 🎉  css-in-js alternative with a familiar API"
hug-sun/element3,https://github.com/hug-sun/element3,3271,23163,2026-02-27T02:35:38Z,JavaScript,2020-07-24T11:51:30Z,MIT,987,master,A Vue.js 3.0 UI Toolkit for IT Education. Build with JS&TS
NeverDecaf/chromium-web-store,https://github.com/NeverDecaf/chromium-web-store,3249,1176,2026-02-17T21:11:26Z,JavaScript,2019-08-17T20:09:31Z,MIT,107,master,Allows adding extensions from chrome web store on ungoogled-chromium. Also adds semi-automatic extension updating.
ember-cli/ember-cli,https://github.com/ember-cli/ember-cli,3237,29480,2026-09-01T16:11:01Z,JavaScript,2013-11-03T17:34:43Z,MIT,1161,master,The Ember.js command line utility.
jscad/OpenJSCAD.org,https://github.com/jscad/OpenJSCAD.org,3237,61344,2026-09-03T12:03:19Z,JavaScript,2013-03-10T12:20:55Z,MIT,562,master,"JSCAD is an open source set of modular, browser and command line tools for creating parametric 2D and 3D designs with JavaScript code. It provides a quick, precise and reproducible method for generati"
yanyiwu/nodejieba,https://github.com/yanyiwu/nodejieba,3237,4866,2026-08-20T22:12:26Z,JavaScript,2014-01-23T14:52:01Z,MIT,287,master,"""结巴""中文分词的Node.js版本"
jcubic/jquery.terminal,https://github.com/jcubic/jquery.terminal,3235,35419,2026-08-27T19:32:08Z,JavaScript,2011-02-24T12:58:32Z,MIT,572,master,jQuery Terminal Emulator - JavaScript library for creating web-based terminals with custom commands
guilhermerodz/input-otp,https://github.com/guilhermerodz/input-otp,3228,3697,2026-08-26T03:52:56Z,JavaScript,2024-02-13T21:21:30Z,MIT,90,master,One time passcode Input. Accessible & unstyled.
mikeric/rivets,https://github.com/mikeric/rivets,3220,2383,2026-02-21T13:24:33Z,JavaScript,2012-04-18T21:54:51Z,MIT,299,master,A lightweight data binding library.
play-with-docker/play-with-docker,https://github.com/play-with-docker/play-with-docker,3217,3417,2026-08-24T21:02:13Z,JavaScript,2016-10-08T01:10:47Z,MIT,788,master,"You know it, you use it, now it's time to improve it. PWD!."
pmmmwh/react-refresh-webpack-plugin,https://github.com/pmmmwh/react-refresh-webpack-plugin,3186,6782,2026-09-03T05:24:04Z,JavaScript,2019-09-12T21:27:04Z,MIT,202,main,"A Webpack plugin to enable ""Fast Refresh"" (also previously known as Hot Reloading) for React components."
nilbuild/githunt,https://github.com/nilbuild/githunt,3182,9009,2026-05-06T23:45:10Z,JavaScript,2016-03-25T21:30:38Z,MIT,290,master,Hunt the most starred projects on any date on GitHub
mumuy/data_location,https://github.com/mumuy/data_location,3180,2204,2026-08-27T16:04:17Z,JavaScript,2016-08-24T15:00:28Z,MIT,525,master,中国行政区划代码【省、市、区县、乡镇街道】中国省市区镇三级四级联动行政区划数据（GB/T 2260）
pillarjs/iconv-lite,https://github.com/pillarjs/iconv-lite,3176,1626,2026-09-01T14:19:37Z,JavaScript,2011-11-09T17:41:43Z,MIT,296,master,Convert character encodings in pure javascript.
hybridsjs/hybrids,https://github.com/hybridsjs/hybrids,3174,3597,2026-08-07T09:41:46Z,JavaScript,2016-12-06T20:19:43Z,MIT,89,main,Extraordinary JavaScript UI framework with unique declarative and functional architecture
GladysAssistant/Gladys,https://github.com/GladysAssistant/Gladys,3173,45646,2026-09-02T06:46:16Z,JavaScript,2015-06-05T11:10:33Z,Apache-2.0,318,master,"A privacy-first, open-source home assistant"
klaudiosinani/tusk,https://github.com/klaudiosinani/tusk,3155,51325,2026-06-24T12:24:58Z,JavaScript,2017-08-07T14:52:35Z,MIT,244,master,Refined Evernote desktop app
reactjs/react-tabs,https://github.com/reactjs/react-tabs,3149,19742,2026-09-03T12:56:53Z,JavaScript,2014-07-15T18:34:32Z,MIT,453,main,An accessible and easy tab component for ReactJS.
netptop/siteproxy,https://github.com/netptop/siteproxy,3146,4317,2026-08-02T00:21:20Z,JavaScript,2020-02-15T21:16:08Z,MIT,1435,master,"reverse proxy, online proxy, 反向代理,免翻墙访问Youtube/twitter/Google, 支持github和telegram web登录(请注意不要通过不信任的代理进行登录)。支持DuckDuckGo AI Chat"
NaturalIntelligence/fast-xml-parser,https://github.com/NaturalIntelligence/fast-xml-parser,3137,9861,2026-09-03T00:15:35Z,JavaScript,2017-01-28T23:25:42Z,MIT,390,master,"Validate XML, Parse XML and Build XML rapidly without C/C++ based libraries and no callback."
amclubs/am-cf-tunnel,https://github.com/amclubs/am-cf-tunnel,3135,10254,2026-05-21T08:05:29Z,JavaScript,2024-10-13T06:14:45Z,Apache-2.0,2245,main,"这是一个基于 Cloudflare Workers 和 Pages平台的脚本,通过EDtunnel修改，使用该脚本可以自动生成VLESS、Trojan免费节点,并配置信息使用在线配置转换到 Clash、 Singbox 、Quantumult X等工具中。"
bestofjs/bestofjs,https://github.com/bestofjs/bestofjs,3134,11509,2026-08-30T12:36:27Z,JavaScript,2015-06-19T23:27:39Z,MIT,161,develop,:star: A place to find the best components to build amazing web applications. The best of JavaScript!
anvaka/ngraph.path,https://github.com/anvaka/ngraph.path,3133,3457,2026-07-27T05:08:44Z,JavaScript,2017-09-10T16:53:39Z,MIT,192,main,Path finding in a graph
sebhildebrandt/systeminformation,https://github.com/sebhildebrandt/systeminformation,3131,6757,2026-09-02T15:23:37Z,JavaScript,2014-03-12T18:16:59Z,MIT,350,master,System Information Library for Node.JS
helloxz/onenav,https://github.com/helloxz/onenav,3129,9923,2026-05-13T04:54:44Z,JavaScript,2020-12-13T07:11:58Z,Apache-2.0,545,main,使用PHP + SQLite 3开发的书签管理系统，将浏览器书签集中式管理，做到一处部署，随处访问。
alewin/useWorker,https://github.com/alewin/useWorker,3113,3208,2026-06-06T17:32:01Z,JavaScript,2020-01-18T19:27:40Z,MIT,106,master,⚛️ useWorker() - A React Hook for Blocking-Free Background Tasks
mashpie/i18n-node,https://github.com/mashpie/i18n-node,3113,1219,2026-09-02T16:45:34Z,JavaScript,2011-03-25T22:17:37Z,MIT,422,master,Lightweight simple translation module for node.js / express.js with dynamic json storage. Uses common __('...') syntax in app and templates.
darkzOGx/youtube-automation-agent,https://github.com/darkzOGx/youtube-automation-agent,3111,1155,2026-08-25T19:15:32Z,JavaScript,2025-08-14T19:35:56Z,MIT,889,master,"🎬 Fully automated YouTube channel management with AI agents. Creates, optimizes & publishes videos 24/7. Works with FREE Gemini API or OpenAI. No coding required!"
paulmillr/es6-shim,https://github.com/paulmillr/es6-shim,3098,4540,2026-04-16T04:37:38Z,JavaScript,2011-12-25T00:29:07Z,MIT,373,master,ECMAScript 6 compatibility shims for legacy JS engines
Forward-Future/loopy,https://github.com/Forward-Future/loopy,3094,73054,2026-07-26T11:04:33Z,JavaScript,2026-06-12T14:44:22Z,MIT,274,main,"A library of practical AI-agent loops and an installable skill for finding, adapting, and designing repeatable agent workflows."
docker/getting-started,https://github.com/docker/getting-started,3084,5356,2026-06-12T19:09:30Z,JavaScript,2020-02-03T14:41:02Z,Apache-2.0,6356,master,Getting started with Docker
cncf/mentoring,https://github.com/cncf/mentoring,3079,3890,2026-08-25T18:23:04Z,JavaScript,2017-02-08T14:45:33Z,Apache-2.0,814,main,👩🏿‍🎓👨🏽‍🎓👩🏻‍🎓CNCF Mentoring + LFX + Summer of Code
Ionaru/easy-markdown-editor,https://github.com/Ionaru/easy-markdown-editor,3071,13062,2026-08-11T21:27:13Z,JavaScript,2017-12-02T22:44:23Z,MIT,362,master,"EasyMDE: A simple, beautiful, and embeddable JavaScript Markdown editor. Delightful editing for beginners and experts alike. Features built-in autosaving and spell checking."
sendgrid/sendgrid-nodejs,https://github.com/sendgrid/sendgrid-nodejs,3051,2412,2026-06-25T23:24:07Z,JavaScript,2012-01-06T01:06:59Z,MIT,782,main,"The Official Twilio SendGrid Led, Community Driven Node.js API Library"
pngwn/MDsveX,https://github.com/pngwn/MDsveX,3050,9110,2026-07-25T08:22:54Z,JavaScript,2019-01-09T18:13:51Z,MIT,127,main,A markdown preprocessor for Svelte.
journey-ad/Moe-Counter,https://github.com/journey-ad/Moe-Counter,3048,2217,2026-04-16T03:39:37Z,JavaScript,2020-08-03T12:47:59Z,MIT,298,master,Moe counter badge with multiple themes! - 多种风格可选的萌萌计数器
jeremykenedy/laravel-auth,https://github.com/jeremykenedy/laravel-auth,3043,15025,2026-08-31T18:14:54Z,JavaScript,2015-10-22T01:17:54Z,MIT,978,master,"Laravel 12 with user authentication, registration with email confirmation, social media authentication, password recovery, and captcha protection. Uses offical [Bootstrap 4](http://getbootstrap.com). "
6Kmfi6HP/EDtunnel,https://github.com/6Kmfi6HP/EDtunnel,3042,4252,2026-04-25T19:21:52Z,JavaScript,2024-09-11T09:15:25Z,MIT,5328,main,"EDtunnel 是一个基于 Cloudflare Workers 和 Pages 的代理工具，支持多种协议和配置选项。  EDtunnel is a proxy tool based on Cloudflare Workers and Pages, supporting multiple protocols and configuration options."
uiwjs/province-city-china,https://github.com/uiwjs/province-city-china,3041,20101,2026-04-21T11:44:35Z,JavaScript,2017-03-16T15:04:03Z,MIT,578,master,"🇨🇳 Complete and updated China administrative divisions (province, city, county, town) in JSON, CSV, and SQL formats 🇨🇳最全最新中国【省、市、区县、乡镇街道】json,csv,sql数据"
dabeng/OrgChart,https://github.com/dabeng/OrgChart,3038,31100,2026-08-20T07:23:00Z,JavaScript,2016-02-06T16:36:42Z,MIT,766,master,"It's a simple and direct organization chart plugin. Anytime you want a tree-like chart, you can turn to OrgChart."
vpulim/node-soap,https://github.com/vpulim/node-soap,3038,3569,2026-08-26T10:01:01Z,JavaScript,2011-04-07T22:16:49Z,MIT,1489,master,A SOAP client and server for node.js.
patorjk/figlet.js,https://github.com/patorjk/figlet.js,3020,5028,2026-09-02T20:57:30Z,JavaScript,2012-06-05T03:50:50Z,MIT,187,main,A FIG Driver written in JavaScript which aims to fully implement the FIGfont spec.
duolahypercho/codex-router,https://github.com/duolahypercho/codex-router,3017,22375,2026-09-03T14:44:14Z,JavaScript,2026-07-19T23:16:41Z,MIT,235,main,"External-model router for Codex with guided Kimi OAuth/API, DeepSeek, safe migration, and rollback."
catamphetamine/libphonenumber-js,https://github.com/catamphetamine/libphonenumber-js,2992,11137,2026-06-18T21:57:20Z,JavaScript,2016-11-21T18:13:12Z,MIT,212,master,A simpler (and smaller) rewrite of Google Android's libphonenumber library in javascript
gnmyt/MySpeed,https://github.com/gnmyt/MySpeed,2992,16523,2026-09-02T20:03:54Z,JavaScript,2022-04-05T16:56:37Z,MIT,154,development,A speed test analysis software that shows your internet speed for up to 30 days
meodai/color-names,https://github.com/meodai/color-names,2987,100073,2026-09-02T22:19:18Z,JavaScript,2017-04-23T19:53:35Z,MIT,229,main,Large list of handpicked color names 🌈
archiverjs/node-archiver,https://github.com/archiverjs/node-archiver,2977,1245,2026-08-27T08:07:30Z,JavaScript,2012-10-09T05:00:56Z,MIT,249,master,a streaming interface for archive generation
Agentchengfeng/chengfeng-videocut-skills,https://github.com/Agentchengfeng/chengfeng-videocut-skills,2966,55015,2026-08-21T17:33:16Z,JavaScript,2026-01-14T22:30:01Z,Apache-2.0,382,main,用 Claude Code Skills 做的视频剪辑 Agent
dwgx/WindsurfAPI,https://github.com/dwgx/WindsurfAPI,2965,9446,2026-09-03T06:58:54Z,JavaScript,2026-04-09T09:42:05Z,MIT,616,master,"Turn Windsurf / Devin Desktop's 100+ AI models (Claude, GPT, Gemini, DeepSeek, Kimi, GLM, SWE) into OpenAI-, Anthropic- & Gemini-compatible APIs. Zero-dependency self-hosted reverse proxy for Claude C"
andywer/webpack-blocks,https://github.com/andywer/webpack-blocks,2964,4630,2026-01-30T17:17:18Z,JavaScript,2016-09-26T19:18:30Z,MIT,91,master,📦 Configure webpack using functional feature blocks.
google/docsy,https://github.com/google/docsy,2962,19940,2026-09-03T08:44:44Z,JavaScript,2018-10-15T20:59:47Z,Apache-2.0,977,main,Hugo theme for open source documentation
facundoolano/google-play-scraper,https://github.com/facundoolano/google-play-scraper,2956,1205,2026-09-03T00:12:42Z,JavaScript,2015-04-07T18:13:08Z,MIT,726,main,Node.js scraper to get data from Google Play
mnutt/hummingbird,https://github.com/mnutt/hummingbird,2935,1928,2026-01-29T04:41:12Z,JavaScript,2010-04-11T20:18:46Z,MIT,10,master,Real time web analytics using node.js and web sockets
haierkeys/obsidian-fast-note-sync,https://github.com/haierkeys/obsidian-fast-note-sync,2928,9165,2026-08-14T17:26:47Z,JavaScript,2025-03-18T21:44:05Z,Apache-2.0,157,master,"Can be privately deployed, focusing on providing Obsidian users with a seamless, distraction-free note synchronization plugin with real-time sync across multiple platforms, supporting Mac, Windows, An"
asciinema/asciinema-player,https://github.com/asciinema/asciinema-player,2920,3334,2026-09-03T00:12:19Z,JavaScript,2014-03-23T10:40:11Z,Apache-2.0,291,develop,Web player for terminal session recordings and live streams
testem/testem,https://github.com/testem/testem,2918,40179,2026-09-02T14:34:29Z,JavaScript,2011-07-12T03:41:27Z,MIT,411,master,Test'em 'Scripts! A test runner that makes Javascript unit testing fun.
woai3c/nand2tetris,https://github.com/woai3c/nand2tetris,2917,39933,2026-07-29T09:52:30Z,JavaScript,2018-09-22T13:06:04Z,MIT,442,master,计算机系统要素-从零开始构建现代计算机
rpamis/comet,https://github.com/rpamis/comet,2914,49749,2026-09-03T13:11:17Z,JavaScript,2026-05-14T09:22:35Z,MIT,288,master,Comet: agent skill harness for turning ideas into evaluated workflows
holepunchto/hypercore,https://github.com/holepunchto/hypercore,2909,11646,2026-09-02T17:10:28Z,JavaScript,2015-12-20T20:24:46Z,MIT,211,main,"Hypercore is a secure, distributed append-only log."
workshopper/javascripting,https://github.com/workshopper/javascripting,2908,2041,2026-09-02T00:41:42Z,JavaScript,2014-09-29T23:38:32Z,MIT,1033,master,Learn JavaScript by adventuring around in the terminal.
react-native-datetimepicker/datetimepicker,https://github.com/react-native-datetimepicker/datetimepicker,2907,8103,2026-09-01T07:18:42Z,JavaScript,2019-05-17T13:56:57Z,MIT,458,master,"React Native date & time picker component for iOS, Android and Windows"
ryanlelek/Raneto,https://github.com/ryanlelek/Raneto,2900,4791,2026-03-18T06:31:15Z,JavaScript,2014-05-30T10:24:18Z,MIT,442,main,Markdown powered Knowledgebase Wiki for Node.js
mdo/github-buttons,https://github.com/mdo/github-buttons,2898,1341,2026-07-01T19:23:02Z,JavaScript,2011-11-05T21:49:51Z,Apache-2.0,263,master,"Showcase the success of any GitHub repo or user with these simple, static buttons with dynamic counts."
chuspeeism/dashi-taskboard,https://github.com/chuspeeism/dashi-taskboard,2894,5802,2026-09-03T08:58:16Z,JavaScript,2026-07-24T14:14:07Z,Apache-2.0,409,main,现代化可灵活嵌入的任务面板，支持 Codex、DeepSeek Harness
pyllyukko/user.js,https://github.com/pyllyukko/user.js,2893,1343,2026-04-07T18:23:42Z,JavaScript,2014-12-20T15:15:51Z,MIT,232,master,user.js -- Firefox configuration hardening
pwndoc/pwndoc,https://github.com/pwndoc/pwndoc,2886,62142,2026-08-14T07:40:03Z,JavaScript,2020-01-13T23:42:23Z,MIT,517,main,Pentest Report Generator
streamlink/streamlink-twitch-gui,https://github.com/streamlink/streamlink-twitch-gui,2873,8285,2026-09-03T10:32:02Z,JavaScript,2013-12-12T05:09:58Z,MIT,218,master,A multi platform Twitch.tv browser for Streamlink
hsnaydd/moveTo,https://github.com/hsnaydd/moveTo,2851,1204,2026-01-21T23:36:53Z,JavaScript,2017-03-10T08:58:15Z,MIT,93,master,A lightweight scroll animation javascript library without any dependency 
webpack/copy-webpack-plugin,https://github.com/webpack/copy-webpack-plugin,2850,4681,2026-08-24T14:11:08Z,JavaScript,2015-10-27T01:53:16Z,MIT,282,main,Copy files and directories with webpack
webpack/postcss-loader,https://github.com/webpack/postcss-loader,2843,6015,2026-09-03T00:12:33Z,JavaScript,2014-10-03T15:29:46Z,MIT,211,main,PostCSS loader for webpack
codeskyblue/gohttpserver,https://github.com/codeskyblue/gohttpserver,2841,3585,2026-07-03T03:20:35Z,JavaScript,2016-07-21T08:41:09Z,MIT,583,master,"The best HTTP Static File Server, write with golang+vue"
logamee/lin-cms-vue,https://github.com/logamee/lin-cms-vue,2839,10439,2026-05-04T14:00:47Z,JavaScript,2019-01-15T14:25:03Z,MIT,652,vue-next, 🔆 Vue+ElementPlus构建的CMS开发框架
yued-fe/lulu,https://github.com/yued-fe/lulu,2806,5089,2026-08-05T03:08:13Z,JavaScript,2017-11-21T11:46:44Z,MIT,263,master,跨端跨框架的原生 UI 组件库，即插即用
DominikDoom/a1111-sd-webui-tagcomplete,https://github.com/DominikDoom/a1111-sd-webui-tagcomplete,2803,15533,2026-07-01T07:44:36Z,JavaScript,2022-10-11T17:33:14Z,MIT,330,main,Booru style tag autocompletion for AUTOMATIC1111's Stable Diffusion web UI
hargata/lubelog,https://github.com/hargata/lubelog,2802,11009,2026-09-02T16:41:11Z,JavaScript,2024-01-01T03:04:42Z,MIT,176,main,LubeLogger is a web-based vehicle maintenance and fuel mileage tracker
engineer-man/piston,https://github.com/engineer-man/piston,2798,1663,2026-07-31T15:06:41Z,JavaScript,2018-09-19T17:35:32Z,MIT,465,master,A high performance general purpose code execution engine.
nksaraf/vinxi,https://github.com/nksaraf/vinxi,2793,31116,2026-03-21T06:47:01Z,JavaScript,2023-07-01T17:47:37Z,MIT,100,main,The Full Stack JavaScript SDK
besuper/TwitchNoSub,https://github.com/besuper/TwitchNoSub,2783,5611,2026-08-16T18:04:25Z,JavaScript,2021-06-07T19:02:33Z,Apache-2.0,146,master,An extension to watch sub only VOD on Twitch
unpoly/unpoly,https://github.com/unpoly/unpoly,2781,20815,2026-09-02T19:41:55Z,JavaScript,2016-02-21T11:43:30Z,MIT,83,master,Progressive enhancement for HTML
sveltia/sveltia-cms,https://github.com/sveltia/sveltia-cms,2780,34315,2026-09-02T23:28:40Z,JavaScript,2023-03-06T15:09:55Z,MIT,199,main,"Leading Git-based headless CMS. Successor to Netlify/Decap CMS. Modern UX, first-class i18n support, mobile support + numerous improvements. Framework-agnostic, open source & free."
junedomingo/react-native-rename,https://github.com/junedomingo/react-native-rename,2777,2204,2026-08-04T03:09:16Z,JavaScript,2016-09-20T12:46:31Z,MIT,267,master,Rename react-native app with just one command
gamosoft/NoteDiscovery,https://github.com/gamosoft/NoteDiscovery,2776,5782,2026-09-03T13:47:07Z,JavaScript,2025-11-05T12:54:29Z,MIT,233,main,Your Self-Hosted Knowledge Base
SabakiHQ/Sabaki,https://github.com/SabakiHQ/Sabaki,2766,36453,2026-09-03T11:37:03Z,JavaScript,2015-04-25T21:28:01Z,MIT,412,master,An elegant Go board and SGF editor for a more civilized age.
vitmalina/w2ui,https://github.com/vitmalina/w2ui,2740,57030,2026-08-24T22:20:02Z,JavaScript,2011-04-12T14:26:20Z,MIT,729,master,"UI widgets for modern apps. Data table, forms, toolbars, sidebar, tabs, tooltips, popups. All under 120kb (gzipped)."
bloomberg/goldpinger,https://github.com/bloomberg/goldpinger,2740,3738,2026-04-23T15:38:04Z,JavaScript,2018-12-04T18:31:10Z,Apache-2.0,187,master,Debugging tool for Kubernetes which tests and displays connectivity between nodes in the cluster.
le0pard/pgtune,https://github.com/le0pard/pgtune,2736,20536,2026-09-02T23:07:45Z,JavaScript,2014-03-21T13:29:14Z,MIT,247,master,Pgtune - tuning PostgreSQL config by your hardware
aralroca/next-translate,https://github.com/aralroca/next-translate,2735,4435,2026-06-29T16:54:36Z,JavaScript,2019-12-03T08:33:18Z,MIT,204,canary,Next.js plugin + i18n API for Next.js 🌍  -  Load page translations and use them in an easy way!
calebjacob/tooltipster,https://github.com/calebjacob/tooltipster,2734,2496,2026-04-06T11:03:43Z,JavaScript,2012-08-02T07:03:50Z,MIT,459,master,A jQuery tooltip plugin
substance/substance,https://github.com/substance/substance,2732,9342,2026-04-02T16:06:07Z,JavaScript,2015-08-20T16:03:09Z,MIT,121,master,A JavaScript library for web-based content editing.
xfgryujk/blivechat,https://github.com/xfgryujk/blivechat,2720,9553,2026-08-19T17:30:55Z,JavaScript,2019-05-22T08:13:21Z,MIT,279,dev,用于OBS的仿YouTube风格的bilibili直播评论栏
mayswind/AriaNg-Native,https://github.com/mayswind/AriaNg-Native,2715,2861,2026-06-21T05:46:00Z,JavaScript,2017-03-26T06:49:18Z,MIT,224,master,"A better aria2 desktop frontend than AriaNg, with all features of AriaNg and providing more features for desktop usage."
ecomfe/echarts-gl,https://github.com/ecomfe/echarts-gl,2713,34738,2026-06-24T10:50:06Z,JavaScript,2015-02-03T04:30:48Z,BSD-3-Clause,848,master,"Extension pack for Apache ECharts, providing globe visualization and 3D plots."
torinmb/mediapipe-touchdesigner,https://github.com/torinmb/mediapipe-touchdesigner,2713,21444,2026-08-19T22:11:17Z,JavaScript,2023-08-02T13:51:17Z,MIT,135,main,GPU Accelerated MediaPipe Plugin for TouchDesigner
